Price,Adj Close,Close,High,Low,Open,Volume,MA,Volatility
Ticker,ARZZ3.SA,ARZZ3.SA,ARZZ3.SA,ARZZ3.SA,ARZZ3.SA,ARZZ3.SA,,
Date,,,,,,,,
